Row ID,Order ID,Order Status,Order_Purchase_Date,Order_Delivered_Date,Order_Estimated_Delivery_Date),Ship Mode,VendorID,Customer ID,Segment,State,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
8423,CA-2017-150091,delivered,6/7/2018,6/15/2018,7/23/2018,Standard Class,VEN01,NP-18670,Consumer,Oklahoma,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.9,5,0,8.771
9337,CA-2017-130715,delivered,6/30/2018,7/5/2018,7/20/2018,Standard Class,VEN04,CY-12745,#N/A,#N/A,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.9,5,0,8.771
5290,CA-2014-146283,delivered,3/22/2018,4/5/2018,4/13/2018,Standard Class,VEN05,KT-16465,#N/A,#N/A,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",17.904,2,0.2,6.2664
6916,CA-2014-142510,delivered,4/9/2018,5/9/2018,5/4/2018,Standard Class,VEN05,NP-18700,#N/A,#N/A,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,17.904,6,0.8,-31.332
4331,CA-2017-149853,delivered,8/1/2018,8/7/2018,8/13/2018,Standard Class,VEN05,PO-18850,Consumer,Pennsylvania,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,17.92,5,0.2,1.12
5508,CA-2016-150000,delivered,3/7/2018,3/13/2018,4/5/2018,Standard Class,VEN05,PG-18820,Consumer,California,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.92,4,0,8.6016
1678,CA-2016-122728,delivered,8/6/2018,8/14/2018,8/16/2018,Standard Class,VEN05,EB-13930,#N/A,#N/A,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,0,8.7906
3026,CA-2015-164441,delivered,3/23/2017,4/4/2017,4/12/2017,Standard Class,VEN02,AC-10450,#N/A,#N/A,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,3,0,8.073
5008,CA-2015-169796,delivered,5/12/2017,5/19/2017,5/30/2017,Standard Class,VEN02,Dp-13240,#N/A,#N/A,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0,3.0498
5878,CA-2014-152443,delivered,7/19/2017,7/27/2017,8/1/2017,Standard Class,VEN01,FG-14260,#N/A,#N/A,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0,8.7906
6749,CA-2017-100230,delivered,2/20/2018,2/28/2018,3/6/2018,Standard Class,VEN04,AA-10375,Consumer,Arizona,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,17.94,3,0,8.073
7039,CA-2017-161970,delivered,3/8/2018,3/29/2018,3/27/2018,Standard Class,VEN01,PB-19105,Consumer,Illinois,OFF-AR-10003896,Office Supplies,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",17.94,3,0,6.4584
7119,CA-2017-104906,delivered,2/10/2017,2/23/2017,3/27/2017,Standard Class,VEN04,JP-15460,#N/A,#N/A,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,17.94,3,0,8.7906
8466,CA-2015-116512,delivered,9/5/2017,9/20/2017,9/26/2017,Standard Class,VEN02,MC-18100,#N/A,#N/A,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0,3.0498
8896,CA-2016-167241,delivered,2/8/2017,2/14/2017,3/7/2017,Standard Class,VEN04,BD-11320,Consumer,California,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0,3.0498
9416,CA-2015-127824,delivered,10/1/2017,10/23/2017,10/30/2017,Standard Class,VEN03,JC-15775,#N/A,#N/A,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,17.94,3,0,8.7906
2532,CA-2014-111500,delivered,6/18/2018,6/21/2018,6/29/2018,Standard Class,VEN01,DJ-13510,Corporate,Tennessee,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96,4,0,8.2616
7011,US-2014-135881,delivered,5/7/2018,5/17/2018,5/30/2018,Standard Class,VEN04,GT-14710,Consumer,Minnesota,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96,5,0.2,5.837
990,CA-2017-167899,delivered,9/1/2017,9/26/2017,10/4/2017,Standard Class,VEN04,JG-15805,Corporate,New York,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,17.97,3,0,5.2113
2796,CA-2014-154599,delivered,4/1/2017,4/14/2017,4/26/2017,Standard Class,VEN04,KN-16450,#N/A,#N/A,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,7,0.2,6.5569
9668,CA-2016-126270,delivered,5/1/2018,5/10/2018,5/25/2018,Standard Class,VEN01,AF-10870,#N/A,#N/A,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,7,0.2,6.5569
9482,CA-2017-150504,delivered,2/3/2018,2/14/2018,3/8/2018,Standard Class,VEN05,HG-14845,#N/A,#N/A,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2,0.2,1.816
278,CA-2017-132976,delivered,7/27/2017,8/7/2017,8/22/2017,Standard Class,VEN02,AG-10495,Corporate,Pennsylvania,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176,4,0.2,5.9072
6974,CA-2017-153822,delivered,9/18/2017,10/2/2017,10/11/2017,Standard Class,VEN03,AB-10105,#N/A,#N/A,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,18.18,4,0.7,-13.938
4199,US-2016-161683,shipped,6/22/2017,1/0/1900,8/7/2017,Standard Class,VEN02,CJ-12010,Consumer,California,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",18.192,4,0.7,-14.5536
4660,CA-2015-112130,delivered,4/3/2018,4/13/2018,4/24/2018,Standard Class,VEN02,SV-20785,#N/A,#N/A,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",18.2,7,0.2,2.0475
3275,CA-2017-116358,delivered,3/21/2018,4/6/2018,4/9/2018,Standard Class,VEN01,KM-16225,#N/A,#N/A,OFF-FA-10003495,Office Supplies,Fasteners,Staples,18.24,3,0,9.12
3823,CA-2017-141873,delivered,5/18/2018,5/23/2018,5/30/2018,Standard Class,VEN05,HG-14845,#N/A,#N/A,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,18.24,6,0.2,6.156
4538,CA-2017-138464,delivered,9/19/2017,9/28/2017,10/16/2017,Standard Class,VEN04,VF-21715,#N/A,#N/A,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,18.24,3,0,6.2016
5079,CA-2017-143217,delivered,9/5/2017,9/14/2017,9/27/2017,Standard Class,VEN02,CG-12040,#N/A,#N/A,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,18.24,3,0,8.5728
6243,CA-2014-134621,delivered,6/24/2018,6/26/2018,7/5/2018,Standard Class,VEN02,DP-13390,#N/A,#N/A,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,18.24,2,0.7,-14.592
4816,CA-2014-139598,delivered,7/3/2018,7/4/2018,7/16/2018,Standard Class,VEN03,MG-17695,#N/A,#N/A,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",18.264,3,0.2,6.1641
9822,CA-2015-162201,delivered,6/8/2017,6/23/2017,7/7/2017,Standard Class,VEN04,AG-10495,Corporate,Pennsylvania,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",18.264,2,0.7,-13.3936
771,CA-2017-104220,delivered,9/24/2017,10/5/2017,10/19/2017,Standard Class,VEN02,BV-11245,Corporate,Iowa,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,18.28,2,0,9.14
6336,CA-2014-133305,delivered,1/2/2018,1/16/2018,1/30/2018,Standard Class,VEN01,MH-17455,#N/A,#N/A,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,18.28,5,0.2,6.398
2616,CA-2014-147298,delivered,8/3/2018,8/22/2018,8/29/2018,Standard Class,VEN02,AG-10300,#N/A,#N/A,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.288,6,0.2,5.715
8537,CA-2015-157343,delivered,3/11/2018,3/28/2018,4/3/2018,Standard Class,VEN05,HD-14785,#N/A,#N/A,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,18.312,4,0.7,-12.208
4873,CA-2017-164042,delivered,8/10/2018,8/17/2018,8/22/2018,Standard Class,VEN04,KL-16645,Consumer,Illinois,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,18.32,5,0.8,-46.716
4910,CA-2017-127306,delivered,6/18/2018,6/22/2018,7/17/2018,Standard Class,VEN04,BH-11710,Consumer,California,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3,0.2,6.6468
9138,CA-2014-123400,delivered,7/4/2018,7/6/2018,7/17/2018,Standard Class,VEN04,EB-13930,#N/A,#N/A,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,18.336,2,0.7,-12.224
8294,US-2017-168802,delivered,7/24/2018,8/9/2018,8/10/2018,Standard Class,VEN04,JO-15145,#N/A,#N/A,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,18.368,4,0.2,5.9696
8673,CA-2017-163265,shipped,2/5/2018,1/0/1900,3/5/2018,Standard Class,VEN03,JS-16030,#N/A,#N/A,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",18.368,2,0.2,6.1992
520,CA-2015-157812,delivered,6/4/2018,6/12/2018,7/5/2018,Standard Class,VEN02,DB-13210,Consumer,Pennsylvania,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,1,0.2,5.2877
4994,CA-2015-153038,delivered,2/21/2018,3/6/2018,3/16/2018,Standard Class,VEN04,RB-19645,#N/A,#N/A,OFF-LA-10004008,Office Supplies,Labels,Avery 507,18.432,8,0.2,5.9904
2086,CA-2016-140501,delivered,8/5/2018,8/15/2018,8/22/2018,Standard Class,VEN03,IM-15070,Consumer,Washington,OFF-LA-10000248,Office Supplies,Labels,Avery 52,18.45,5,0,8.6715
2622,CA-2017-115931,delivered,1/21/2018,1/25/2018,2/8/2018,Standard Class,VEN02,JM-15655,#N/A,#N/A,OFF-LA-10001404,Office Supplies,Labels,Avery 517,18.45,5,0,8.6715
7483,CA-2014-113964,delivered,12/6/2017,12/9/2017,12/22/2017,Standard Class,VEN04,JP-16135,#N/A,#N/A,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,18.464,4,0.2,6.924
8141,CA-2016-102561,delivered,7/18/2018,7/21/2018,7/26/2018,Standard Class,VEN05,NK-18490,Home Office,Washington,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,18.496,4,0.2,6.7048
8902,CA-2016-150483,delivered,7/24/2018,7/30/2018,8/3/2018,Standard Class,VEN03,BP-11290,#N/A,#N/A,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,18.496,4,0.2,6.7048
9,CA-2014-115812,delivered,6/5/2018,6/11/2018,7/16/2018,Standard Class,VEN01,BH-11710,Consumer,California,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,18.504,3,0.2,5.7825
7861,CA-2017-152261,delivered,11/19/2017,11/30/2017,12/8/2017,Standard Class,VEN04,JA-15970,#N/A,#N/A,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,18.528,4,0.7,-12.352
8127,CA-2015-137064,delivered,8/12/2018,8/17/2018,9/6/2018,Standard Class,VEN02,TS-21655,#N/A,#N/A,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,18.528,2,0.2,4.4004
8919,US-2016-144057,delivered,6/29/2018,7/3/2018,7/13/2018,Standard Class,VEN02,CV-12805,Corporate,New York,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,18.528,6,0.8,-27.792
8993,CA-2017-159100,delivered,6/6/2018,6/18/2018,7/4/2018,Standard Class,VEN04,VP-21760,#N/A,#N/A,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,18.528,2,0.2,4.4004
5051,CA-2015-150511,delivered,6/11/2017,6/19/2017,7/5/2017,Standard Class,VEN03,AB-10060,Home Office,New York,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0,8.7138
7617,CA-2016-144309,delivered,7/6/2017,7/17/2017,7/26/2017,Standard Class,VEN05,CM-12235,#N/A,#N/A,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0,8.7138
9357,CA-2015-110324,delivered,11/12/2017,11/22/2017,12/1/2017,Standard Class,VEN01,MA-17560,Home Office,Texas,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0,8.7138
3473,CA-2017-122644,delivered,11/17/2017,11/23/2017,12/1/2017,Standard Class,VEN02,SF-20965,Corporate,Michigan,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",18.544,2,0.2,3.0134
231,US-2014-156216,delivered,8/26/2017,9/12/2017,9/27/2017,Standard Class,VEN01,EA-14035,Corporate,North Carolina,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,18.648,7,0.7,-12.432
8962,CA-2017-150266,delivered,3/1/2018,3/8/2018,3/29/2018,Standard Class,VEN04,RO-19780,Consumer,Tennessee,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,18.688,4,0.2,3.7376
9236,CA-2016-126732,delivered,1/23/2018,2/15/2018,2/26/2018,Standard Class,VEN04,LR-16915,Consumer,California,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,18.69,7,0,5.2332
9975,US-2016-103674,delivered,11/28/2017,12/11/2017,12/21/2017,Standard Class,VEN05,AP-10720,#N/A,#N/A,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,18.69,7,0,5.2332
2945,CA-2017-126242,delivered,5/25/2017,6/7/2017,6/19/2017,Standard Class,VEN01,MC-18100,#N/A,#N/A,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",18.7,1,0,7.106
3200,CA-2017-164000,delivered,11/8/2017,11/14/2017,12/5/2017,Standard Class,VEN03,AH-10030,#N/A,#N/A,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,18.704,7,0.2,2.338
738,CA-2017-131954,delivered,7/18/2018,7/30/2018,8/6/2018,Standard Class,VEN02,DS-13030,Home Office,Washington,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5,0.2,6.552
3726,CA-2016-151512,delivered,5/12/2017,5/22/2017,5/22/2017,Standard Class,VEN04,SH-19975,Corporate,California,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,18.72,2,0.2,3.51
7440,US-2017-163657,delivered,5/10/2017,5/18/2017,5/29/2017,Standard Class,VEN02,JL-15235,#N/A,#N/A,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5,0.2,6.552
9862,CA-2017-113278,delivered,11/7/2017,11/18/2017,11/30/2017,Standard Class,VEN04,HR-14770,#N/A,#N/A,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,18.76,2,0,5.2528
7948,CA-2014-131009,delivered,4/10/2017,4/20/2017,5/4/2017,Standard Class,VEN05,SC-20380,#N/A,#N/A,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,18.84,5,0.2,-3.5325
641,CA-2016-147067,shipped,3/24/2017,1/0/1900,4/19/2017,Standard Class,VEN02,JD-16150,Corporate,Minnesota,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288
4950,CA-2017-107125,delivered,8/27/2017,9/1/2017,9/18/2017,Standard Class,VEN04,BD-11320,Consumer,California,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288
7500,CA-2017-121048,delivered,9/12/2017,9/29/2017,10/3/2017,Standard Class,VEN05,TC-21295,#N/A,#N/A,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",18.84,3,0,7.9128
4959,CA-2015-127607,delivered,7/24/2017,10/14/2017,8/17/2017,Standard Class,VEN04,JK-15730,Consumer,North Carolina,OFF-FA-10003485,Office Supplies,Fasteners,Staples,18.864,9,0.2,6.1308
637,US-2016-123470,delivered,7/30/2018,8/3/2018,8/9/2018,Standard Class,VEN02,ME-17725,Consumer,Colorado,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882,3,0.7,-13.8468
1561,CA-2014-105172,delivered,6/15/2018,6/20/2018,7/13/2018,Standard Class,VEN03,PK-18910,Home Office,Pennsylvania,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,0,9.072
1953,CA-2017-157987,delivered,7/3/2018,7/9/2018,7/25/2018,Standard Class,VEN04,AC-10615,#N/A,#N/A,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,0,9.072
4142,CA-2016-136287,delivered,4/9/2017,4/19/2017,5/16/2017,Standard Class,VEN01,SS-20590,Consumer,Washington,OFF-LA-10003148,Office Supplies,Labels,Avery 51,18.9,3,0,8.694
6927,CA-2016-140046,delivered,8/7/2018,8/13/2018,8/24/2018,Standard Class,VEN05,KM-16660,#N/A,#N/A,OFF-LA-10000305,Office Supplies,Labels,Avery 495,18.9,3,0,8.694
3721,CA-2016-151155,delivered,4/20/2017,5/9/2017,5/17/2017,Standard Class,VEN04,AB-10255,#N/A,#N/A,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,18.92,4,0,7.3788
2702,CA-2014-145317,delivered,8/24/2018,8/29/2018,9/5/2018,Standard Class,VEN05,SM-20320,#N/A,#N/A,OFF-FA-10003112,Office Supplies,Fasteners,Staples,18.936,3,0.2,5.9175
3387,CA-2017-148404,delivered,5/22/2017,6/13/2017,6/20/2017,Standard Class,VEN02,Dp-13240,#N/A,#N/A,OFF-FA-10003112,Office Supplies,Fasteners,Staples,18.936,3,0.2,5.9175
7849,CA-2016-104311,delivered,12/26/2017,12/29/2017,1/16/2018,Standard Class,VEN01,AS-10090,#N/A,#N/A,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,18.936,3,0.2,-3.7872
1910,CA-2017-105886,delivered,7/14/2018,7/23/2018,8/20/2018,Standard Class,VEN04,DB-13660,#N/A,#N/A,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0,8.532
9721,CA-2016-119641,delivered,6/20/2018,6/26/2018,7/19/2018,Standard Class,VEN02,CS-12250,Corporate,Louisiana,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,2,0,7.584
9866,CA-2017-113278,delivered,11/7/2017,11/18/2017,11/30/2017,Standard Class,VEN04,HR-14770,#N/A,#N/A,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0,8.532
3822,CA-2017-141873,delivered,5/18/2018,5/23/2018,5/30/2018,Standard Class,VEN03,HG-14845,#N/A,#N/A,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",18.98,2,0,8.9206
3003,CA-2015-130610,delivered,1/2/2018,1/18/2018,1/31/2018,Standard Class,VEN01,VP-21730,Home Office,Nevada,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,19,5,0,8.93
3837,CA-2014-100363,delivered,8/28/2017,9/2/2017,9/15/2017,Standard Class,VEN05,JM-15655,#N/A,#N/A,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,19.008,3,0.2,6.8904
2638,CA-2017-108441,delivered,3/13/2018,3/21/2018,3/23/2018,Standard Class,VEN05,SB-20170,#N/A,#N/A,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",19.04,4,0,9.3296
4121,CA-2017-117394,delivered,1/28/2018,2/6/2018,2/23/2018,Standard Class,VEN05,MM-17920,#N/A,#N/A,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19.04,4,0.2,-1.428
6329,CA-2014-167927,delivered,4/1/2017,4/4/2017,4/24/2017,Standard Class,VEN01,XP-21865,Consumer,California,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5,0,8.9535
6888,CA-2017-120222,delivered,4/15/2018,4/18/2018,5/3/2018,Standard Class,VEN05,LL-16840,Consumer,New York,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0,8.763
7833,CA-2016-112382,delivered,7/22/2017,7/31/2017,8/15/2017,Standard Class,VEN03,MB-18085,#N/A,#N/A,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,19.136,2,0.2,1.9136
9066,US-2014-151015,delivered,5/2/2018,5/10/2018,6/1/2018,Standard Class,VEN01,BD-11500,Consumer,Wisconsin,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,19.136,4,0.2,6.9368
3704,CA-2015-104941,delivered,5/2/2018,5/7/2018,5/24/2018,Standard Class,VEN02,DH-13075,#N/A,#N/A,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,19.14,3,0,8.8044
5100,CA-2015-141936,delivered,7/1/2018,7/6/2018,7/24/2018,Standard Class,VEN02,PN-18775,Home Office,New York,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,19.152,3,0.2,6.4638
5824,CA-2017-117632,delivered,2/9/2018,3/2/2018,3/14/2018,Standard Class,VEN01,CS-12175,#N/A,#N/A,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",19.168,4,0.2,6.4692
3297,US-2015-110569,delivered,7/5/2017,7/26/2017,8/4/2017,Standard Class,VEN04,EB-13870,Consumer,Utah,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,19.194,7,0.7,-12.796
6504,CA-2014-129147,delivered,6/3/2018,6/7/2018,6/28/2018,Standard Class,VEN03,LC-17050,#N/A,#N/A,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,19.242,3,0.7,-13.4694
2064,CA-2014-106439,delivered,10/23/2017,11/27/2017,11/14/2017,Standard Class,VEN01,GG-14650,Corporate,Tennessee,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,0.2,6.03
3256,CA-2016-155474,delivered,3/15/2017,3/17/2017,4/3/2017,Standard Class,VEN04,CC-12220,#N/A,#N/A,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,0.2,6.03
5738,CA-2014-148614,delivered,12/27/2017,1/11/2018,1/30/2018,Standard Class,VEN02,MV-17485,#N/A,#N/A,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0,5.79
3167,CA-2014-153969,unavailable,7/12/2017,1/0/1900,8/3/2017,Standard Class,VEN01,HF-14995,#N/A,#N/A,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,3,0,9.4815
2987,CA-2016-139269,delivered,6/13/2018,6/21/2018,7/11/2018,Standard Class,VEN05,JB-16045,#N/A,#N/A,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0,9.2928
5737,CA-2014-148614,delivered,12/27/2017,1/11/2018,1/30/2018,Standard Class,VEN04,MV-17485,#N/A,#N/A,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0,9.2928
9015,CA-2017-143084,delivered,3/19/2018,4/3/2018,4/20/2018,Standard Class,VEN01,BP-11050,#N/A,#N/A,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,19.4,5,0,9.312
6107,CA-2014-120852,delivered,2/4/2018,3/5/2018,3/9/2018,Standard Class,VEN04,WB-21850,#N/A,#N/A,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,19.432,2,0.8,-49.5516
569,CA-2017-156951,delivered,6/19/2017,6/25/2017,6/30/2017,Standard Class,VEN01,EB-13840,Corporate,Washington,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44,3,0,9.3312
1639,CA-2016-157266,delivered,5/21/2018,6/7/2018,6/8/2018,Standard Class,VEN05,TB-21280,#N/A,#N/A,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19.44,3,0,9.3312
2581,US-2014-155502,delivered,5/4/2017,5/18/2017,5/25/2017,Standard Class,VEN04,SD-20485,Home Office,New York,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44,3,0,9.3312
2707,CA-2017-155873,shipped,4/18/2018,1/0/1900,5/18/2018,Standard Class,VEN05,AB-10255,#N/A,#N/A,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,19.44,3,0,9.3312
2837,CA-2017-110842,delivered,10/17/2017,10/19/2017,10/27/2017,Standard Class,VEN05,GA-14725,Consumer,North Carolina,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,19.44,3,0,9.3312
3363,CA-2015-139962,delivered,3/30/2017,4/15/2017,4/19/2017,Standard Class,VEN05,Dp-13240,#N/A,#N/A,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44,3,0,9.3312
3913,CA-2017-148068,delivered,2/11/2018,2/21/2018,3/5/2018,Standard Class,VEN03,MM-18280,Corporate,Illinois,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,19.44,3,0,9.3312
